IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
52.39.154.11,443,443,true,SEA,North America,US,Seattle,293,9.47
67.226.221.0,80,443,true,SJC,North America,US,San Jose,258,9.47
44.244.106.120,443,443,true,PDX,North America,US,Portland,418,9.46
51.20.10.240,8443,443,true,ARN,Europe,SE,Stockholm,360,9.46
34.221.124.184,443,443,true,SEA,North America,US,Seattle,257,9.46
35.92.81.4,443,443,true,SEA,North America,US,Seattle,263,9.46
52.38.212.224,443,443,true,SEA,North America,US,Seattle,240,9.46
34.210.73.92,443,443,true,PDX,North America,US,Portland,336,9.46
35.159.168.72,443,443,true,FRA,Europe,DE,Frankfurt,402,9.46
52.40.75.255,443,443,true,SEA,North America,US,Seattle,209,9.46
34.215.167.55,443,443,true,PDX,North America,US,Portland,404,9.45
34.216.157.127,443,443,true,SEA,North America,US,Seattle,409,9.45
54.212.20.136,443,443,true,PDX,North America,US,Portland,267,9.45
34.213.149.93,443,443,true,SEA,North America,US,Seattle,308,9.45
3.70.156.222,8880,443,true,FRA,Europe,DE,Frankfurt,359,9.45
54.189.80.230,443,443,true,SEA,North America,US,Seattle,212,9.45
51.20.8.143,443,443,true,CPH,Europe,DK,Copenhagen,263,9.44
35.166.100.125,443,443,true,SEA,North America,US,Seattle,406,9.44
204.110.220.71,80,443,true,SJC,North America,US,San Jose,237,9.44
18.237.166.92,443,443,true,SEA,North America,US,Seattle,215,9.44
3.77.57.147,443,443,true,FRA,Europe,DE,Frankfurt,377,9.43
34.222.183.116,443,443,true,PDX,North America,US,Portland,232,9.43
35.92.183.68,443,443,true,SEA,North America,US,Seattle,192,9.43
52.39.131.225,443,443,true,PDX,North America,US,Portland,223,9.43
52.38.6.43,443,443,true,PDX,North America,US,Portland,222,9.43
34.221.253.153,443,443,true,PDX,North America,US,Portland,354,9.43
44.243.180.174,443,443,true,SEA,North America,US,Seattle,218,9.43
63.176.134.64,443,443,true,FRA,Europe,DE,Frankfurt,382,9.43
34.210.182.93,443,443,true,SEA,North America,US,Seattle,275,9.43
35.91.141.128,443,443,true,SEA,North America,US,Seattle,386,9.43
3.75.149.151,443,443,true,FRA,Europe,DE,Frankfurt,322,9.43
54.191.95.101,443,443,true,SEA,North America,US,Seattle,206,9.42
34.220.209.141,443,443,true,SEA,North America,US,Seattle,331,9.42
34.209.52.235,443,443,true,SEA,North America,US,Seattle,246,9.42
54.218.64.208,443,443,true,PDX,North America,US,Portland,294,9.42
52.33.27.189,443,443,true,SEA,North America,US,Seattle,388,9.42
54.189.43.199,443,443,true,SEA,North America,US,Seattle,220,9.41
52.25.14.96,443,443,true,SEA,North America,US,Seattle,329,9.41
67.226.221.104,443,443,true,SJC,North America,US,San Jose,540,9.41
35.94.239.71,8443,443,true,SEA,North America,US,Seattle,401,9.41
35.92.106.50,443,443,true,PDX,North America,US,Portland,257,9.41
52.11.198.138,443,443,true,SEA,North America,US,Seattle,197,9.41
54.201.160.215,443,443,true,SEA,North America,US,Seattle,204,9.41
35.88.9.76,443,443,true,PDX,North America,US,Portland,291,9.41
54.213.215.13,2053,443,true,PDX,North America,US,Portland,431,9.41
54.202.3.196,443,443,true,PDX,North America,US,Portland,198,9.41
18.237.46.24,443,443,true,SEA,North America,US,Seattle,443,9.41
52.33.27.189,443,443,true,SEA,North America,US,Seattle,332,9.41
54.187.71.241,443,443,true,SEA,North America,US,Seattle,263,9.41
35.91.141.186,443,443,true,SEA,North America,US,Seattle,355,9.41
44.243.23.247,443,443,true,PDX,North America,US,Portland,263,9.40
35.91.107.42,443,443,true,PDX,North America,US,Portland,202,9.40
44.244.47.100,443,443,true,SEA,North America,US,Seattle,278,9.40
54.213.117.134,443,443,true,SEA,North America,US,Seattle,384,9.40
44.245.22.211,443,443,true,SEA,North America,US,Seattle,473,9.40
67.226.221.99,80,443,true,SJC,North America,US,San Jose,338,9.40
51.21.48.77,443,443,true,ARN,Europe,SE,Stockholm,286,9.40
34.209.232.134,443,443,true,SEA,North America,US,Seattle,359,9.39
51.20.65.61,443,443,true,CPH,Europe,DK,Copenhagen,381,9.39
204.110.220.218,80,443,true,SJC,North America,US,San Jose,178,9.39
18.236.205.60,443,443,true,SEA,North America,US,Seattle,349,9.39
54.184.186.30,443,443,true,SEA,North America,US,Seattle,290,9.39
54.213.137.242,443,443,true,SEA,North America,US,Seattle,422,9.38
34.220.122.176,443,443,true,PDX,North America,US,Portland,321,9.38
54.213.215.13,8443,443,true,PDX,North America,US,Portland,449,9.38
44.234.89.244,443,443,true,PDX,North America,US,Portland,205,9.38
18.237.157.89,443,443,true,SEA,North America,US,Seattle,312,9.38
44.243.187.109,443,443,true,SEA,North America,US,Seattle,411,9.38
204.110.220.136,80,443,true,SJC,North America,US,San Jose,227,9.38
44.227.209.152,443,443,true,PDX,North America,US,Portland,395,9.38
67.226.221.97,80,443,true,SJC,North America,US,San Jose,374,9.37
52.38.40.65,443,443,true,SEA,North America,US,Seattle,217,9.37
34.221.251.16,443,443,true,SEA,North America,US,Seattle,215,9.37
35.163.57.255,443,443,true,SEA,North America,US,Seattle,281,9.37
51.20.18.163,443,443,true,CPH,Europe,DK,Copenhagen,240,9.37
50.112.232.153,443,443,true,PDX,North America,US,Portland,193,9.36
54.202.95.216,443,443,true,SEA,North America,US,Seattle,209,9.36
54.187.239.158,443,443,true,SEA,North America,US,Seattle,523,9.36
54.200.74.15,443,443,true,SEA,North America,US,Seattle,203,9.36
54.186.125.240,443,443,true,PDX,North America,US,Portland,256,9.36
52.43.193.9,443,443,true,SEA,North America,US,Seattle,327,9.36
44.244.142.100,443,443,true,PDX,North America,US,Portland,365,9.36
54.213.33.193,443,443,true,PDX,North America,US,Portland,413,9.36
54.184.133.15,443,443,true,SEA,North America,US,Seattle,305,9.36
52.36.53.107,443,443,true,PDX,North America,US,Portland,197,9.36
52.89.190.173,443,443,true,PDX,North America,US,Portland,253,9.35
52.88.206.139,8443,443,true,SEA,North America,US,Seattle,275,9.35
34.212.109.249,443,443,true,SEA,North America,US,Seattle,433,9.35
51.44.86.78,443,443,true,CDG,Europe,FR,Paris,425,9.35
34.209.4.67,443,443,true,SEA,North America,US,Seattle,369,9.35
35.92.16.31,443,443,true,SEA,North America,US,Seattle,276,9.35
51.44.84.236,8443,443,true,CDG,Europe,FR,Paris,183,9.35
54.218.4.12,443,443,true,PDX,North America,US,Portland,344,9.34
34.210.171.49,443,443,true,PDX,North America,US,Portland,360,9.34
54.186.125.240,443,443,true,PDX,North America,US,Portland,267,9.34
54.202.71.5,443,443,true,SEA,North America,US,Seattle,224,9.34
34.211.98.164,443,443,true,SEA,North America,US,Seattle,409,9.33
44.243.158.223,443,443,true,SEA,North America,US,Seattle,264,9.33
34.210.182.93,443,443,true,SEA,North America,US,Seattle,379,9.33
44.243.212.170,443,443,true,PDX,North America,US,Portland,293,9.33
54.71.114.84,443,443,true,SEA,North America,US,Seattle,392,9.33
34.222.220.162,443,443,true,SEA,North America,US,Seattle,335,9.33
34.212.173.254,443,443,true,SEA,North America,US,Seattle,393,9.32
54.191.237.112,443,443,true,PDX,North America,US,Portland,446,9.32
52.11.38.216,443,443,true,SEA,North America,US,Seattle,287,9.32
67.226.221.51,80,443,true,SJC,North America,US,San Jose,202,9.32
44.243.65.14,443,443,true,PDX,North America,US,Portland,202,9.32
54.200.248.163,443,443,true,SEA,North America,US,Seattle,210,9.32
51.20.54.134,443,443,true,CPH,Europe,DK,Copenhagen,338,9.32
54.202.43.24,443,443,true,SEA,North America,US,Seattle,275,9.31
51.20.18.163,443,443,true,CPH,Europe,DK,Copenhagen,369,9.31
204.110.220.172,80,443,true,SJC,North America,US,San Jose,179,9.31
34.210.222.45,443,443,true,SEA,North America,US,Seattle,301,9.31
44.242.248.67,443,443,true,PDX,North America,US,Portland,328,9.31
51.44.155.243,8443,443,true,CDG,Europe,FR,Paris,241,9.31
52.41.58.46,443,443,true,SEA,North America,US,Seattle,372,9.31
52.42.226.114,443,443,true,SEA,North America,US,Seattle,357,9.31
34.221.196.223,443,443,true,SEA,North America,US,Seattle,238,9.30
51.20.10.240,8443,443,true,ARN,Europe,SE,Stockholm,267,9.30
67.226.221.107,80,443,true,SJC,North America,US,San Jose,181,9.30
44.243.160.101,443,443,true,SEA,North America,US,Seattle,376,9.30
34.211.98.164,443,443,true,SEA,North America,US,Seattle,375,9.30
52.36.169.188,443,443,true,SEA,North America,US,Seattle,243,9.30
34.208.221.169,443,443,true,PDX,North America,US,Portland,239,9.30
35.86.216.62,443,443,true,PDX,North America,US,Portland,325,9.30
35.81.207.167,443,443,true,SEA,North America,US,Seattle,302,9.30
51.20.184.1,2096,443,true,ARN,Europe,SE,Stockholm,204,9.29
44.242.248.67,443,443,true,PDX,North America,US,Portland,195,9.29
54.213.215.13,8443,443,true,PDX,North America,US,Portland,342,9.29
34.219.18.184,443,443,true,PDX,North America,US,Portland,194,9.29
67.226.221.179,80,443,true,SJC,North America,US,San Jose,387,9.29
54.191.164.140,443,443,true,PDX,North America,US,Portland,418,9.29
34.212.196.68,443,443,true,PDX,North America,US,Portland,456,9.28
52.25.254.97,443,443,true,SEA,North America,US,Seattle,319,9.28
18.143.160.239,443,443,true,SIN,Asia Pacific,SG,Singapore,384,9.28
54.149.122.192,443,443,true,PDX,North America,US,Portland,241,9.28
34.219.87.129,443,443,true,SEA,North America,US,Seattle,360,9.28
34.222.188.131,443,443,true,PDX,North America,US,Portland,367,9.28
44.243.187.109,443,443,true,SEA,North America,US,Seattle,351,9.28
44.227.209.152,443,443,true,PDX,North America,US,Portland,302,9.27
67.226.221.188,80,443,true,SJC,North America,US,San Jose,544,9.27
52.12.162.159,443,443,true,SEA,North America,US,Seattle,406,9.27
35.93.67.226,443,443,true,SEA,North America,US,Seattle,369,9.26
44.243.161.246,443,443,true,SEA,North America,US,Seattle,409,9.26
54.212.60.90,443,443,true,SEA,North America,US,Seattle,399,9.26
67.226.221.148,80,443,true,SJC,North America,US,San Jose,212,9.26
54.190.156.35,443,443,true,PDX,North America,US,Portland,280,9.26
44.244.130.228,443,443,true,PDX,North America,US,Portland,413,9.26
52.35.114.64,443,443,true,SEA,North America,US,Seattle,284,9.25
204.110.220.186,80,443,true,SJC,North America,US,San Jose,223,9.25
44.229.11.24,443,443,true,PDX,North America,US,Portland,307,9.25
54.202.95.216,443,443,true,SEA,North America,US,Seattle,290,9.24
44.224.24.91,443,443,true,PDX,North America,US,Portland,314,9.24
34.218.231.252,443,443,true,PDX,North America,US,Portland,331,9.24
52.38.212.224,443,443,true,SEA,North America,US,Seattle,407,9.24
34.222.203.14,443,443,true,PDX,North America,US,Portland,358,9.24
67.226.221.76,80,443,true,SJC,North America,US,San Jose,195,9.24
34.218.130.79,443,443,true,SEA,North America,US,Seattle,304,9.24
35.87.61.125,443,443,true,PDX,North America,US,Portland,213,9.24
51.20.18.50,443,443,true,CPH,Europe,DK,Copenhagen,273,9.24
35.167.14.82,443,443,true,SEA,North America,US,Seattle,276,9.24
54.191.95.101,443,443,true,SEA,North America,US,Seattle,346,9.23
54.212.155.142,443,443,true,SEA,North America,US,Seattle,319,9.23
35.90.220.99,443,443,true,SEA,North America,US,Seattle,301,9.23
204.110.220.139,80,443,true,SJC,North America,US,San Jose,226,9.23
67.226.221.120,80,443,true,SJC,North America,US,San Jose,204,9.23
34.220.244.31,443,443,true,PDX,North America,US,Portland,383,9.23
67.226.221.35,80,443,true,SJC,North America,US,San Jose,200,9.23
34.216.180.81,443,443,true,PDX,North America,US,Portland,369,9.23
3.127.87.124,443,443,true,FRA,Europe,DE,Frankfurt,292,9.23
35.161.148.250,443,443,true,SEA,North America,US,Seattle,292,9.22
35.166.118.175,443,443,true,PDX,North America,US,Portland,291,9.22
3.127.87.124,443,443,true,FRA,Europe,DE,Frankfurt,222,9.22
52.33.239.139,443,443,true,PDX,North America,US,Portland,314,9.21
54.218.4.12,443,443,true,PDX,North America,US,Portland,497,9.21
18.237.221.3,443,443,true,SEA,North America,US,Seattle,212,9.21
34.210.222.45,443,443,true,SEA,North America,US,Seattle,324,9.21
51.20.10.240,2096,443,true,ARN,Europe,SE,Stockholm,375,9.20
3.79.160.138,443,443,true,FRA,Europe,DE,Frankfurt,306,9.20
3.66.115.225,443,443,true,FRA,Europe,DE,Frankfurt,305,9.20
67.226.221.112,80,443,true,SJC,North America,US,San Jose,528,9.20
67.226.221.23,443,443,true,SJC,North America,US,San Jose,387,9.20
44.244.142.100,443,443,true,PDX,North America,US,Portland,339,9.20
52.40.21.130,443,443,true,PDX,North America,US,Portland,266,9.19
35.86.225.99,443,443,true,PDX,North America,US,Portland,488,9.19
34.212.176.240,443,443,true,SEA,North America,US,Seattle,417,9.19
51.20.238.138,8080,443,true,ARN,Europe,SE,Stockholm,376,9.19
35.87.172.212,443,443,true,PDX,North America,US,Portland,240,9.19
204.110.220.9,80,443,true,SJC,North America,US,San Jose,231,9.19
35.90.221.245,443,443,true,SEA,North America,US,Seattle,426,9.19
67.226.221.131,80,443,true,SJC,North America,US,San Jose,213,9.18
35.90.162.19,443,443,true,SEA,North America,US,Seattle,376,9.18
52.11.84.58,443,443,true,SEA,North America,US,Seattle,415,9.18
44.243.233.17,443,443,true,PDX,North America,US,Portland,351,9.18
35.94.214.198,443,443,true,PDX,North America,US,Portland,390,9.17
54.213.137.242,443,443,true,SEA,North America,US,Seattle,399,9.17
35.87.85.252,443,443,true,PDX,North America,US,Portland,211,9.17
44.234.112.169,443,443,true,PDX,North America,US,Portland,305,9.16
44.244.47.100,443,443,true,SEA,North America,US,Seattle,407,9.16
18.237.9.60,443,443,true,SEA,North America,US,Seattle,396,9.16
18.237.26.226,443,443,true,SEA,North America,US,Seattle,408,9.16
34.220.218.17,443,443,true,SEA,North America,US,Seattle,250,9.15
44.243.233.17,443,443,true,PDX,North America,US,Portland,340,9.15
54.184.133.15,443,443,true,SEA,North America,US,Seattle,303,9.15
34.212.109.249,443,443,true,SEA,North America,US,Seattle,344,9.14
34.217.29.132,8443,443,true,SEA,North America,US,Seattle,307,9.14
54.191.65.20,443,443,true,PDX,North America,US,Portland,214,9.13
18.246.68.62,443,443,true,SEA,North America,US,Seattle,360,9.13
54.202.69.176,443,443,true,SEA,North America,US,Seattle,350,9.13
18.193.72.245,443,443,true,FRA,Europe,DE,Frankfurt,291,9.13
35.180.126.97,443,443,true,CDG,Europe,FR,Paris,330,9.13
54.202.71.5,443,443,true,SEA,North America,US,Seattle,342,9.13
67.226.221.131,443,443,true,SJC,North America,US,San Jose,432,9.13
54.187.212.113,2053,443,true,PDX,North America,US,Portland,309,9.13
52.11.14.124,443,443,true,SEA,North America,US,Seattle,428,9.13
54.70.206.3,443,443,true,PDX,North America,US,Portland,337,9.13
34.210.171.49,443,443,true,PDX,North America,US,Portland,361,9.12
3.76.179.225,443,443,true,FRA,Europe,DE,Frankfurt,449,9.12
54.214.162.78,443,443,true,PDX,North America,US,Portland,460,9.12
51.20.10.240,2096,443,true,ARN,Europe,SE,Stockholm,391,9.12
34.212.196.68,443,443,true,PDX,North America,US,Portland,411,9.12
34.217.29.132,8443,443,true,SEA,North America,US,Seattle,339,9.12
54.190.106.62,443,443,true,SEA,North America,US,Seattle,299,9.11
54.214.134.196,443,443,true,PDX,North America,US,Portland,270,9.11
34.209.44.57,443,443,true,SEA,North America,US,Seattle,378,9.11
51.20.238.138,8080,443,true,ARN,Europe,SE,Stockholm,217,9.11
44.245.227.58,443,443,true,SEA,North America,US,Seattle,240,9.11
54.190.114.131,443,443,true,SEA,North America,US,Seattle,213,9.11
52.33.59.38,443,443,true,SEA,North America,US,Seattle,457,9.10
54.190.156.147,8443,443,true,SEA,North America,US,Seattle,237,9.10
35.83.185.225,443,443,true,PDX,North America,US,Portland,491,9.10
67.226.223.32,80,443,true,LHR,Europe,GB,London,538,9.10
34.221.75.181,443,443,true,SEA,North America,US,Seattle,372,9.10
44.234.112.169,443,443,true,PDX,North America,US,Portland,354,9.09
44.245.22.211,443,443,true,SEA,North America,US,Seattle,329,9.09
54.214.122.175,443,443,true,SEA,North America,US,Seattle,257,9.09
52.41.158.6,443,443,true,SEA,North America,US,Seattle,269,9.09
54.203.133.187,443,443,true,PDX,North America,US,Portland,433,9.09
44.244.106.120,443,443,true,PDX,North America,US,Portland,265,9.08
67.226.221.65,80,443,true,SJC,North America,US,San Jose,176,9.08
3.66.115.225,443,443,true,FRA,Europe,DE,Frankfurt,307,9.08
54.218.49.228,80,443,true,PDX,North America,US,Portland,213,9.08
34.210.49.154,80,443,true,SEA,North America,US,Seattle,257,9.08
67.226.221.194,80,443,true,SJC,North America,US,San Jose,199,9.08
54.191.164.140,443,443,true,PDX,North America,US,Portland,322,9.07
44.228.63.60,80,443,true,SEA,North America,US,Seattle,286,9.07
35.167.252.160,443,443,true,PDX,North America,US,Portland,317,9.07
34.218.205.118,443,443,true,PDX,North America,US,Portland,241,9.07
35.92.196.21,443,443,true,SEA,North America,US,Seattle,333,9.07
54.200.74.15,443,443,true,SEA,North America,US,Seattle,486,9.07
52.33.239.139,443,443,true,PDX,North America,US,Portland,309,9.07
51.21.48.77,443,443,true,ARN,Europe,SE,Stockholm,192,9.07
35.88.113.27,443,443,true,SEA,North America,US,Seattle,251,9.06
34.222.226.233,443,443,true,SEA,North America,US,Seattle,393,9.06
54.149.11.131,80,443,true,PDX,North America,US,Portland,207,9.06
52.11.198.138,443,443,true,SEA,North America,US,Seattle,440,9.06
67.226.221.50,80,443,true,SJC,North America,US,San Jose,177,9.06
18.246.169.52,443,443,true,SEA,North America,US,Seattle,366,9.06
204.110.220.128,80,443,true,SJC,North America,US,San Jose,182,9.06
204.110.220.56,80,443,true,SJC,North America,US,San Jose,187,9.05
34.216.180.81,443,443,true,PDX,North America,US,Portland,403,9.05
18.237.243.72,443,443,true,SEA,North America,US,Seattle,227,9.05
67.226.221.218,80,443,true,SJC,North America,US,San Jose,548,9.05
34.209.137.75,443,443,true,SEA,North America,US,Seattle,318,9.04
18.237.167.31,443,443,true,SEA,North America,US,Seattle,206,9.04
54.190.114.131,443,443,true,SEA,North America,US,Seattle,400,9.04
54.244.162.11,443,443,true,SEA,North America,US,Seattle,253,9.04
44.243.212.170,443,443,true,PDX,North America,US,Portland,275,9.03
3.79.244.48,443,443,true,FRA,Europe,DE,Frankfurt,488,9.03
44.234.51.183,443,443,true,PDX,North America,US,Portland,351,9.02
52.39.116.102,443,443,true,SEA,North America,US,Seattle,441,9.02
34.212.226.11,443,443,true,SEA,North America,US,Seattle,340,9.02
34.217.74.232,443,443,true,PDX,North America,US,Portland,406,9.01
34.212.176.240,443,443,true,SEA,North America,US,Seattle,426,9.01
44.243.191.80,443,443,true,SEA,North America,US,Seattle,206,9.01
34.219.18.184,443,443,true,PDX,North America,US,Portland,326,9.00
18.185.239.33,2053,443,true,FRA,Europe,DE,Frankfurt,340,9.00
54.214.134.196,443,443,true,PDX,North America,US,Portland,187,8.99
54.200.248.163,443,443,true,SEA,North America,US,Seattle,433,8.99
18.237.60.119,443,443,true,SEA,North America,US,Seattle,450,8.99
44.244.130.228,443,443,true,PDX,North America,US,Portland,335,8.99
51.20.121.201,443,443,true,ARN,Europe,SE,Stockholm,282,8.98
54.244.70.86,443,443,true,PDX,North America,US,Portland,232,8.98
44.244.228.113,443,443,true,SEA,North America,US,Seattle,260,8.97
35.94.219.99,443,443,true,PDX,North America,US,Portland,306,8.97
18.246.33.244,443,443,true,SEA,North America,US,Seattle,282,8.96
34.212.242.101,443,443,true,PDX,North America,US,Portland,481,8.96
54.214.162.78,443,443,true,PDX,North America,US,Portland,235,8.96
67.226.221.175,80,443,true,SJC,North America,US,San Jose,320,8.96
54.245.138.45,443,443,true,SEA,North America,US,Seattle,525,8.95
54.212.211.32,443,443,true,PDX,North America,US,Portland,312,8.95
35.89.34.60,443,443,true,SEA,North America,US,Seattle,414,8.95
35.88.92.96,443,443,true,SEA,North America,US,Seattle,379,8.95
35.88.236.5,443,443,true,PDX,North America,US,Portland,412,8.95
52.38.6.43,443,443,true,PDX,North America,US,Portland,420,8.94
18.142.114.116,443,443,true,SIN,Asia Pacific,SG,Singapore,280,8.94
44.244.235.21,443,443,true,SEA,North America,US,Seattle,217,8.93
54.203.133.187,443,443,true,PDX,North America,US,Portland,316,8.93
44.244.53.95,443,443,true,PDX,North America,US,Portland,353,8.93
51.20.207.0,443,443,true,ARN,Europe,SE,Stockholm,470,8.93
52.40.162.77,443,443,true,SEA,North America,US,Seattle,320,8.93
44.244.238.207,443,443,true,SEA,North America,US,Seattle,387,8.92
54.218.103.22,443,443,true,SEA,North America,US,Seattle,377,8.92
34.210.73.92,443,443,true,PDX,North America,US,Portland,285,8.92
67.226.221.7,80,443,true,SJC,North America,US,San Jose,206,8.92
51.44.133.177,443,443,true,CDG,Europe,FR,Paris,303,8.92
35.95.244.166,443,443,true,PDX,North America,US,Portland,333,8.92
44.244.228.113,443,443,true,SEA,North America,US,Seattle,245,8.92
54.190.88.0,443,443,true,SEA,North America,US,Seattle,376,8.91
34.217.210.176,443,443,true,PDX,North America,US,Portland,279,8.91
34.215.69.154,443,443,true,SEA,North America,US,Seattle,347,8.91
67.226.221.11,80,443,true,SJC,North America,US,San Jose,364,8.91
67.226.221.240,443,443,true,SJC,North America,US,San Jose,531,8.90
204.110.220.210,80,443,true,SJC,North America,US,San Jose,236,8.90
3.74.9.115,8443,443,true,FRA,Europe,DE,Frankfurt,319,8.89
52.25.14.96,443,443,true,SEA,North America,US,Seattle,299,8.89
34.219.87.129,443,443,true,SEA,North America,US,Seattle,405,8.89
67.226.221.206,80,443,true,SJC,North America,US,San Jose,354,8.89
54.148.167.46,443,443,true,SEA,North America,US,Seattle,297,8.89
67.226.223.157,443,443,true,LHR,Europe,GB,London,372,8.88
34.222.117.125,443,443,true,PDX,North America,US,Portland,460,8.87
52.34.8.192,443,443,true,PDX,North America,US,Portland,230,8.87
54.214.120.181,443,443,true,SEA,North America,US,Seattle,298,8.87
54.190.40.203,443,443,true,SEA,North America,US,Seattle,281,8.87
67.226.221.160,80,443,true,SJC,North America,US,San Jose,307,8.86
51.20.8.143,443,443,true,CPH,Europe,DK,Copenhagen,441,8.86
34.219.89.178,443,443,true,SEA,North America,US,Seattle,391,8.85
204.110.220.167,80,443,true,SJC,North America,US,San Jose,172,8.84
18.237.9.36,443,443,true,SEA,North America,US,Seattle,287,8.84
34.221.124.184,443,443,true,SEA,North America,US,Seattle,411,8.84
67.226.221.139,80,443,true,SJC,North America,US,San Jose,386,8.84
44.245.22.142,443,443,true,SEA,North America,US,Seattle,424,8.84
54.187.212.113,2053,443,true,PDX,North America,US,Portland,457,8.84
35.181.168.233,443,443,true,CDG,Europe,FR,Paris,203,8.83
54.213.33.193,443,443,true,PDX,North America,US,Portland,311,8.83
35.88.110.219,443,443,true,SEA,North America,US,Seattle,351,8.83
54.189.101.80,443,443,true,SEA,North America,US,Seattle,320,8.83
52.40.102.162,443,443,true,SEA,North America,US,Seattle,347,8.83
34.208.221.169,443,443,true,PDX,North America,US,Portland,514,8.82
54.187.212.113,8443,443,true,PDX,North America,US,Portland,440,8.81
67.226.221.243,443,443,true,SJC,North America,US,San Jose,284,8.81
