IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
79.72.70.95,443,443,true,FRA,Europe,DE,Frankfurt,319,3.18
158.101.201.222,443,443,true,FRA,Europe,DE,Frankfurt,374,3.17
141.147.77.171,443,443,true,FRA,Europe,DE,Frankfurt,297,3.16
129.159.132.0,2053,443,true,TLV,Middle East,IL,Tel Aviv,245,3.14
141.148.234.52,443,443,true,FRA,Europe,DE,Frankfurt,222,3.14
79.76.103.27,443,443,true,FRA,Europe,DE,Frankfurt,430,3.14
193.123.39.210,443,443,true,FRA,Europe,DE,Frankfurt,375,3.13
84.235.167.117,443,443,true,FRA,Europe,DE,Frankfurt,366,3.12
79.72.76.109,2053,443,true,LHR,Europe,GB,London,317,3.11
141.147.4.79,443,443,true,FRA,Europe,DE,Frankfurt,271,3.10
129.151.198.3,8443,443,true,ARN,Europe,SE,Stockholm,319,3.09
193.123.61.59,443,443,true,FRA,Europe,DE,Frankfurt,463,3.09
193.123.32.147,443,443,true,FRA,Europe,DE,Frankfurt,241,3.09
141.148.227.19,443,443,true,AMS,Europe,NL,Amsterdam,340,3.07
141.147.179.17,443,443,true,LAX,North America,US,Los Angeles,321,3.07
141.147.13.73,443,443,true,FRA,Europe,DE,Frankfurt,286,3.06
141.147.118.122,443,443,true,FRA,Europe,DE,Frankfurt,324,3.05
141.148.232.155,443,443,true,FRA,Europe,DE,Frankfurt,275,3.03
79.72.68.43,443,443,true,FRA,Europe,DE,Frankfurt,231,3.01
141.147.52.98,443,443,true,FRA,Europe,DE,Frankfurt,289,3.00
130.162.184.24,443,443,true,FRA,Europe,DE,Frankfurt,251,3.00
141.145.217.226,443,443,true,CDG,Europe,FR,Paris,364,2.99
193.123.247.111,443,443,true,LAX,North America,US,Los Angeles,500,2.97
141.148.236.168,443,443,true,FRA,Europe,DE,Frankfurt,246,2.97
89.168.87.154,443,443,true,FRA,Europe,DE,Frankfurt,223,2.97
141.144.242.200,443,443,true,FRA,Europe,DE,Frankfurt,209,2.96
138.2.176.156,443,443,true,FRA,Europe,DE,Frankfurt,352,2.96
130.162.169.89,443,443,true,FRA,Europe,DE,Frankfurt,263,2.96
140.238.158.238,8080,443,true,YYZ,North America,CA,Toronto,650,2.94
152.70.52.209,443,443,true,FRA,Europe,DE,Frankfurt,230,2.93
193.123.187.52,443,443,true,FRA,Europe,DE,Frankfurt,357,2.92
158.180.43.85,443,443,true,FRA,Europe,DE,Frankfurt,303,2.92
89.168.99.1,443,443,true,FRA,Europe,DE,Frankfurt,409,2.92
143.47.189.52,443,443,true,FRA,Europe,DE,Frankfurt,248,2.91
132.226.205.242,443,443,true,FRA,Europe,DE,Frankfurt,260,2.91
158.180.17.117,443,443,true,FRA,Europe,DE,Frankfurt,452,2.90
141.147.100.81,443,443,true,FRA,Europe,DE,Frankfurt,179,2.89
152.70.123.225,8443,443,true,SJC,North America,US,San Jose,352,2.89
143.47.234.37,443,443,true,FRA,Europe,DE,Frankfurt,186,2.88
130.162.234.45,443,443,true,MUC,Europe,DE,Munich,358,2.86
129.159.143.171,2053,443,true,TLV,Middle East,IL,Tel Aviv,397,2.86
193.123.185.77,443,443,true,FRA,Europe,DE,Frankfurt,495,2.86
141.144.242.23,443,443,true,FRA,Europe,DE,Frankfurt,353,2.85
193.123.58.27,443,443,true,FRA,Europe,DE,Frankfurt,533,2.78
144.22.252.124,443,443,true,GRU,South America,BR,São Paulo,494,2.76
141.147.47.32,2053,443,true,FRA,Europe,DE,Frankfurt,366,2.75
152.70.53.202,443,443,true,FRA,Europe,DE,Frankfurt,415,2.74
158.180.33.155,443,443,true,FRA,Europe,DE,Frankfurt,377,2.72
79.72.93.234,443,443,true,FRA,Europe,DE,Frankfurt,448,2.72
158.178.159.207,443,443,true,FRA,Europe,DE,Frankfurt,295,2.70
89.168.117.201,443,443,true,FRA,Europe,DE,Frankfurt,358,2.69
158.178.159.47,443,443,true,FRA,Europe,DE,Frankfurt,435,2.69
152.70.31.104,443,443,true,FRA,Europe,DE,Frankfurt,292,2.67
130.162.253.67,443,443,true,FRA,Europe,DE,Frankfurt,366,2.63
144.21.57.68,443,443,true,FRA,Europe,DE,Frankfurt,399,2.61
152.70.155.147,2087,2087,true,LAX,North America,US,Los Angeles,466,2.61
155.248.196.123,443,443,true,YVR,North America,CA,Vancouver,395,2.60
158.178.192.221,443,443,true,CDG,Europe,FR,Paris,291,2.60
79.72.89.212,443,443,true,FRA,Europe,DE,Frankfurt,262,2.59
141.144.241.53,443,443,true,FRA,Europe,DE,Frankfurt,287,2.59
193.122.115.45,443,443,true,LAX,North America,US,Los Angeles,466,2.59
193.123.187.157,443,443,true,FRA,Europe,DE,Frankfurt,458,2.59
89.168.93.24,443,443,true,FRA,Europe,DE,Frankfurt,461,2.59
129.159.241.172,443,443,true,FRA,Europe,DE,Frankfurt,259,2.58
144.21.57.44,443,443,true,FRA,Europe,DE,Frankfurt,245,2.58
129.151.254.48,443,443,true,MRS,Europe,FR,Marseille,171,2.57
143.47.240.193,443,443,true,FRA,Europe,DE,Frankfurt,314,2.56
152.70.16.37,443,443,true,FRA,Europe,DE,Frankfurt,367,2.55
84.8.147.237,443,443,true,FRA,Europe,DE,Frankfurt,385,2.54
130.162.174.196,443,443,true,FRA,Europe,DE,Frankfurt,334,2.54
130.162.178.228,443,443,true,FRA,Europe,DE,Frankfurt,315,2.51
141.147.178.241,443,443,true,LAX,North America,US,Los Angeles,309,2.51
84.235.161.199,443,443,true,FRA,Europe,DE,Frankfurt,189,2.50
168.138.149.17,443,443,true,GRU,South America,BR,São Paulo,494,2.50
129.159.129.107,2053,443,true,TLV,Middle East,IL,Tel Aviv,293,2.49
141.147.90.183,443,443,true,FRA,Europe,DE,Frankfurt,272,2.49
193.123.37.215,443,443,true,FRA,Europe,DE,Frankfurt,330,2.48
89.168.76.116,443,443,true,FRA,Europe,DE,Frankfurt,495,2.48
141.147.76.196,443,443,true,FRA,Europe,DE,Frankfurt,237,2.47
152.70.49.115,443,443,true,AMS,Europe,NL,Amsterdam,296,2.46
141.148.236.241,443,443,true,FRA,Europe,DE,Frankfurt,299,2.46
152.70.155.147,2053,2053,true,LAX,North America,US,Los Angeles,352,2.46
89.168.43.31,8443,443,true,CDG,Europe,FR,Paris,365,2.46
141.147.99.216,443,443,true,FRA,Europe,DE,Frankfurt,336,2.46
79.72.81.172,443,443,true,FRA,Europe,DE,Frankfurt,457,2.45
141.144.229.224,443,443,true,FRA,Europe,DE,Frankfurt,282,2.44
143.47.189.94,443,443,true,FRA,Europe,DE,Frankfurt,302,2.43
89.168.70.102,443,443,true,FRA,Europe,DE,Frankfurt,382,2.43
152.70.161.72,443,443,true,FRA,Europe,DE,Frankfurt,209,2.43
143.47.187.224,443,443,true,FRA,Europe,DE,Frankfurt,377,2.42
158.179.207.182,2053,443,true,ARN,Europe,SE,Stockholm,348,2.42
130.162.177.71,443,443,true,FRA,Europe,DE,Frankfurt,337,2.41
168.138.141.235,2053,443,true,GRU,South America,BR,São Paulo,419,2.40
79.76.45.137,8443,443,true,ARN,Europe,SE,Stockholm,376,2.38
204.216.216.148,2053,443,true,MXP,Europe,IT,Milan,416,2.36
141.144.196.153,443,443,true,FRA,Europe,DE,Frankfurt,353,2.35
193.123.180.93,443,443,true,FRA,Europe,DE,Frankfurt,414,2.32
141.147.91.226,443,443,true,FRA,Europe,DE,Frankfurt,190,2.32
141.144.199.176,443,443,true,FRA,Europe,DE,Frankfurt,296,2.32
141.148.164.242,2053,443,true,LAX,North America,US,Los Angeles,322,2.31
141.148.244.250,443,443,true,FRA,Europe,DE,Frankfurt,340,2.29
158.180.16.197,443,443,true,FRA,Europe,DE,Frankfurt,300,2.29
84.235.165.252,443,443,true,FRA,Europe,DE,Frankfurt,434,2.28
193.123.177.117,443,443,true,FRA,Europe,DE,Frankfurt,432,2.28
158.178.206.197,8443,443,true,CDG,Europe,FR,Paris,360,2.27
84.235.172.60,443,443,true,FRA,Europe,DE,Frankfurt,646,2.27
143.47.183.95,443,443,true,FRA,Europe,DE,Frankfurt,377,2.26
79.76.119.254,443,443,true,FRA,Europe,DE,Frankfurt,400,2.25
141.148.237.64,443,443,true,FRA,Europe,DE,Frankfurt,302,2.24
152.70.59.90,8443,443,true,AMS,Europe,NL,Amsterdam,273,2.23
144.21.42.69,443,443,true,FRA,Europe,DE,Frankfurt,374,2.22
158.180.16.119,443,443,true,FRA,Europe,DE,Frankfurt,283,2.20
89.168.96.125,443,443,true,FRA,Europe,DE,Frankfurt,307,2.19
141.144.204.241,443,443,true,FRA,Europe,DE,Frankfurt,262,2.17
152.70.255.251,443,443,true,LAX,North America,US,Los Angeles,319,2.17
84.8.156.2,443,443,true,FRA,Europe,DE,Frankfurt,297,2.16
141.148.242.47,443,443,true,FRA,Europe,DE,Frankfurt,199,2.14
130.162.182.134,443,443,true,FRA,Europe,DE,Frankfurt,349,2.13
143.47.243.128,443,443,true,FRA,Europe,DE,Frankfurt,321,2.13
130.162.170.43,443,443,true,FRA,Europe,DE,Frankfurt,266,2.11
141.147.117.238,443,443,true,FRA,Europe,DE,Frankfurt,291,2.11
84.235.172.165,443,443,true,FRA,Europe,DE,Frankfurt,333,2.10
143.47.243.144,2053,443,true,LHR,Europe,GB,London,192,2.06
144.21.39.249,443,443,true,FRA,Europe,DE,Frankfurt,273,2.05
130.162.166.136,443,443,true,FRA,Europe,DE,Frankfurt,393,1.99
130.162.181.43,443,443,true,FRA,Europe,DE,Frankfurt,444,1.97
143.47.186.250,443,443,true,FRA,Europe,DE,Frankfurt,213,1.96
143.47.176.127,443,443,true,FRA,Europe,DE,Frankfurt,332,1.96
193.122.106.73,443,443,true,LAX,North America,US,Los Angeles,479,1.90
158.178.158.194,443,443,true,FRA,Europe,DE,Frankfurt,285,1.89
141.148.231.54,443,443,true,FRA,Europe,DE,Frankfurt,280,1.84
89.168.43.31,2053,443,true,CDG,Europe,FR,Paris,339,1.84
152.70.252.106,443,443,true,LAX,North America,US,Los Angeles,467,1.83
129.159.143.171,8443,443,true,TLV,Middle East,IL,Tel Aviv,296,1.81
140.238.218.65,8443,443,true,ZRH,Europe,CH,Zurich,286,1.81
89.168.74.127,443,443,true,FRA,Europe,DE,Frankfurt,284,1.77
152.70.56.74,443,443,true,FRA,Europe,DE,Frankfurt,252,1.77
84.235.167.204,443,443,true,FRA,Europe,DE,Frankfurt,281,1.76
132.145.53.55,2053,443,true,LHR,Europe,GB,London,397,1.76
146.235.59.153,2053,443,true,GRU,South America,BR,São Paulo,414,1.75
204.216.216.148,8443,443,true,MXP,Europe,IT,Milan,390,1.74
143.47.245.51,443,443,true,FRA,Europe,DE,Frankfurt,322,1.73
193.123.63.252,443,443,true,FRA,Europe,DE,Frankfurt,370,1.73
79.72.76.109,8443,443,true,LHR,Europe,GB,London,399,1.69
146.235.59.153,8443,443,true,GRU,South America,BR,São Paulo,427,1.69
193.123.59.193,443,443,true,FRA,Europe,DE,Frankfurt,403,1.68
141.148.187.195,443,443,true,LAX,North America,US,Los Angeles,272,1.66
129.150.43.23,8443,443,true,SIN,Asia Pacific,SG,Singapore,221,1.63
141.147.16.108,443,443,true,FRA,Europe,DE,Frankfurt,264,1.61
130.162.47.22,443,443,true,FRA,Europe,DE,Frankfurt,249,1.57
143.47.252.95,443,443,true,FRA,Europe,DE,Frankfurt,501,1.57
152.70.53.65,443,443,true,FRA,Europe,DE,Frankfurt,290,1.53
79.72.73.199,443,443,true,FRA,Europe,DE,Frankfurt,311,1.52
141.144.203.150,443,443,true,FRA,Europe,DE,Frankfurt,271,1.52
144.21.51.69,443,443,true,FRA,Europe,DE,Frankfurt,381,1.52
79.72.94.214,443,443,true,FRA,Europe,DE,Frankfurt,240,1.52
143.47.227.245,443,443,true,FRA,Europe,DE,Frankfurt,432,1.51
141.148.247.35,443,443,true,FRA,Europe,DE,Frankfurt,299,1.51
129.159.129.107,8443,443,true,TLV,Middle East,IL,Tel Aviv,303,1.50
152.70.57.182,443,443,true,AMS,Europe,NL,Amsterdam,367,1.50
158.178.153.84,443,443,true,FRA,Europe,DE,Frankfurt,337,1.48
144.21.54.75,443,443,true,FRA,Europe,DE,Frankfurt,343,1.48
84.235.163.244,443,443,true,FRA,Europe,DE,Frankfurt,355,1.46
141.147.60.221,443,443,true,FRA,Europe,DE,Frankfurt,351,1.46
89.168.68.57,2053,443,true,FRA,Europe,DE,Frankfurt,533,1.44
158.179.206.143,443,443,true,ARN,Europe,SE,Stockholm,366,1.42
141.148.235.156,443,443,true,FRA,Europe,DE,Frankfurt,291,1.41
89.168.68.57,8443,443,true,FRA,Europe,DE,Frankfurt,365,1.41
84.235.169.234,443,443,true,AMS,Europe,NL,Amsterdam,569,1.40
89.168.99.236,443,443,true,FRA,Europe,DE,Frankfurt,326,1.39
132.226.163.224,8443,443,true,GRU,South America,BR,São Paulo,449,1.38
152.70.111.255,443,443,true,LAX,North America,US,Los Angeles,280,1.36
193.123.190.132,443,443,true,FRA,Europe,DE,Frankfurt,508,1.35
141.147.185.52,443,443,true,LAX,North America,US,Los Angeles,269,1.32
144.21.43.86,443,443,true,FRA,Europe,DE,Frankfurt,348,1.32
158.178.149.143,443,443,true,FRA,Europe,DE,Frankfurt,396,1.32
193.123.191.221,443,443,true,FRA,Europe,DE,Frankfurt,348,1.29
84.235.170.55,443,443,true,FRA,Europe,DE,Frankfurt,425,1.27
141.147.0.129,443,443,true,FRA,Europe,DE,Frankfurt,255,1.26
158.178.145.219,443,443,true,FRA,Europe,DE,Frankfurt,436,1.26
89.168.93.86,443,443,true,FRA,Europe,DE,Frankfurt,374,1.23
158.180.18.228,443,443,true,FRA,Europe,DE,Frankfurt,328,1.20
141.144.248.199,443,443,true,FRA,Europe,DE,Frankfurt,252,1.20
143.47.230.121,443,443,true,FRA,Europe,DE,Frankfurt,312,1.19
129.159.132.0,8443,443,true,TLV,Middle East,IL,Tel Aviv,387,1.18
152.70.181.153,443,443,true,FRA,Europe,DE,Frankfurt,380,1.18
158.179.206.18,2053,443,true,ARN,Europe,SE,Stockholm,310,1.17
132.226.114.74,443,443,true,LAX,North America,US,Los Angeles,225,1.16
140.238.218.65,2053,443,true,ZRH,Europe,CH,Zurich,282,1.16
141.147.61.116,2053,443,true,FRA,Europe,DE,Frankfurt,254,1.15
158.180.15.192,443,443,true,FRA,Europe,DE,Frankfurt,298,1.15
158.178.159.89,443,443,true,FRA,Europe,DE,Frankfurt,287,1.14
79.76.110.144,8443,443,true,FRA,Europe,DE,Frankfurt,354,1.10
193.122.126.38,443,443,true,LAX,North America,US,Los Angeles,531,1.09
130.162.176.87,443,443,true,FRA,Europe,DE,Frankfurt,275,1.09
158.180.54.116,443,443,true,FRA,Europe,DE,Frankfurt,275,1.06
143.47.246.17,443,443,true,FRA,Europe,DE,Frankfurt,401,1.06
158.180.46.193,443,443,true,FRA,Europe,DE,Frankfurt,298,1.06
152.70.181.116,443,443,true,FRA,Europe,DE,Frankfurt,378,1.06
